Molecule,is_valid,is_active,lipinski
C[C@H](NC(=O)N1CC(C)(CO)[C@@H](C)[C@@H]1C)[C@@H]1C[C@H]2CC[C@H]1C2,1,1,True
C=C(Cl)CN1CC[C@H]2[C@H](CNC(=O)c3cn(C)cn3)CC[C@@H]21,1,1,True
CNS(=O)(=O)CC(=O)N1CCC[C@@H](NC(=O)Cn2cnnn2)C1,1,1,True
Cn1ncc2c1ncnc2N1CC[C@@H]2[C@@H](CCC(=O)N2CC2CC2)C1,1,1,True
CCCN(CCNC(=O)Cc1nc[nH]n1)C(=O)C1C=CC=CC=C1,1,1,True
COc1cc(CN[C@H](C)[C@@H]2CCn3ccnc3C2)nc(OC)n1,1,1,True
CC(C)[C@H](F)C(=O)NC[C@H]1CCCN1c1cnc(F)cn1,1,1,True
COc1ccc2cc(C(=O)N3C[C@@H](C)O[C@@]4(CCCOC4)C3)sc2n1,1,1,True
C[C@H]1C[C@@H]1C(=O)N1CC[C@@H](N(C)Cc2nc(C(C)(C)C)no2)C1,1,1,True
CCS(=O)(=O)N(C)CCCN(C)C(=O)c1nc2ncccn2n1,1,1,True
C=C(C)CCN1[C@H]2CC[C@H]1[C@H](NC(=O)C(C)(F)F)C2,1,1,True
CN1C[C@@H](C(=O)NC[C@H](O)CNc2nccnc2F)c2ccccc2C1,1,1,True
C[C@H]1CN(C[C@H]2CCOC[C@@H]2C)C[C@H]1c1ccc(C(F)(F)F)cc1,1,1,True
CCn1ncnc1CNC[C@@H]1CN(C(=O)[C@@H]2C[C@H]2C)C[C@H]1C,1,1,True
Cc1ccc(C(=O)N[C@@H](C)CCNC(=O)[C@@H]2C[C@H]3CC[C@@H]2O3)nn1,1,1,True
C[C@@H]1C[C@H]1C(=O)NC[C@@H]1[C@H]2CN(C(=O)c3cn(C)cn3)C[C@H]21,1,1,True
Cn1nnc(C(=O)NCC2(O)CN(C(=O)[C@H]3C[C@H]4CC[C@H]3C4)C2)n1,1,1,True
CCCCN1C[C@@H]2C(CNC(=O)C[C@@H]3CCOC3)[C@H]2C1,1,1,True
Cc1oc(C2CC2)cc1C(=O)NC1[C@H]2CN(Cc3ncccn3)C[C@H]12,1,1,True
CC(C)n1cc(COC(=O)C[C@H]2CNc3ccccc32)nn1,1,1,True
C=CCCCC(=O)N1CCCO[C@@H](CNCc2cnnn2CC)C1,1,1,True
CC(=O)N[C@@H]1[C@H]2CN(C(=O)Cn3ncn(C)c3=O)C[C@H]21,1,1,True
CCc1noc(CN2CCO[C@H]3CCN(C(=O)CC(C)C)C[C@@H]32)n1,1,1,True
Cc1cc(CN2[C@@H]3CC[C@H]2[C@H](NC(=O)c2ccncc2)C3)on1,1,1,True
CCCCN[C@H]1C[C@@H](NC(=O)c2cc3ncccc3s2)C1,1,1,True
C[C@@H]1C[C@H](C)[C@H](C(=O)NC[C@@H]2C[C@H]2C2CC2)O1,1,1,True
COc1cc(C(=O)N2[C@H]3CC[C@H]2CN(Cc2cnon2)C3)on1,1,1,True
CC(=O)NCC(=O)NCC(=O)NC1CN(Cc2nnn(C)n2)C1,1,1,True
Cc1nnc(CNC(=O)NCC[C@@H]2C[C@H]3CC[C@H]2C3)o1,1,1,True
CCS(=O)(=O)NC[C@H](C)N1CCO[C@H](CNC(=O)C(N)=O)C1,1,1,True
CC#CCCCC(=O)NC[C@@H]1CCOC[C@@H]1COC,1,1,True
CN(CCNC(=O)c1cncc(F)c1)[C@@H]1CCc2c1cccc2F,1,1,True
CC(=O)N(CCO)CCNC(=O)[C@@H]1C[C@H]2CC[C@@H]1O2,1,1,True
Cn1cncc1CN[C@@H]1C[C@H](NC(=O)Cn2ncnn2)C12CCC2,1,1,True
CC[C@@H](C(N)=O)N1[C@@H]2CC[C@H]1[C@H](NC(=O)CCn1cncn1)C2,1,1,True
Cc1ccc(C(=O)NC[C@H]2C[C@@H](NC(=O)[C@@H]3C[C@]34CCOC4)C2)nn1,1,1,True
Cn1ncc(C(=O)NCCN(CN2CC[C@@H](CC#N)C2)C2CC2)n1,1,1,True
CO[C@@H]1CN(CCC2OCCCO2)C[C@H]1OC(=O)C1(CO)COC1,1,1,True
C[C@@H](CNc1ccnc(C(C)(C)C)n1)NC(=O)[C@H]1C[C@H]2CC[C@H]1O2,1,1,True
Cc1ccc(-c2nc(-NC(=O)[C@@]34CCC[C@H]3NCC4)n[nH]2)o1,1,1,True
CCS(=O)(=O)CC(=O)N[C@H]1[C@H]2C[C@H]1CN2Cc1ocnc1C,1,1,True
CC[C@@](C)(Cn1nnnc1N(C)C[C@@H](O)C(F)(F)F)OC,1,1,True
Cn1nncc1C(=O)N1[C@H]2CC[C@H]1CN(C(=O)c1ccnnc1)C2,1,1,True
C[C@@H](CCNC(=O)Cn1ncnn1)NC(=O)[C@H]1CN2CCC2CO1,1,1,True
CCCc1noc(CN(C)[C@@H]2CCN(C(=O)[C@H]3[C@@H]4CCCC[C@@H]43)C2)n1,1,1,True
CC(=O)N1[C@H]2CC[C@H]1CN(Cc1ccn(CC(F)F)n1)CC2,1,1,True
C[C@@H]1C[C@H](NCc2cncn2C)CN1C(=O)CC(C)(C)O,1,1,True
CCOc1ncc(C(=O)N2C[C@@H](NC(=O)C(C)(F)F)C[C@@H]2C)cn1,1,1,True
Cc1cccn2cc(CC(=O)N[C@@H]3CN(C/C=C\Cl)C[C@H]3C)nc12,1,1,True
C[C@H](CC(C)(C)C)C(=O)N(C)[C@@H]1CCN(c2ccc(C#N)nn2)C1,1,1,True
CCc1nocc1CN(C)[C@@H]1CCN(C(=O)CCCF)C1,1,1,True
C[C@H]1CN(c2cccc(F)c2)CC[C@@H]1NCCN/C=C\C(N)=O,1,1,True
CC(C)=CC(=O)NC1(CO)CCN(c2cnc(F)cn2)CC1,1,1,True
C[C@H](CC(=O)NCCCNCCOCCn1cncn1)c1cnn(C)c1,1,1,True
COc1cc(C#N)nc(N[C@@H]2[C@@H](O)[C@H](O)[C@@H](CO)O[C@@H]2O)n1,1,1,True
C=C(C)CCC(=O)N1CC[C@@H](C)[C@@H](CNCc2ncoc2C)C1,1,1,True
CCc1nnc(CN2CCO[C@H]3CCN(C(=O)COC)C[C@@H]32)o1,1,1,True
CNC(=O)N[C@]12CCC[C@@H]1N(CC(F)(F)C(F)F)CC2,1,1,True
Cc1oncc1CNC[C@H]1CC[C@H](NC(=O)CCC(C)(F)F)C1,1,1,True
CC(C)C[C@@H](C#N)NC(=O)CN[C@@H](C)[C@@H]1C[C@H]2CC[C@H]1O2,1,1,True
C=C(Cl)CN[C@@H]1CC[C@@H]2CN(C(=O)Cn3ccnn3)C[C@@H]12,1,1,True
CCS(=O)(=O)CC(=O)NC1CN(Cc2nc(=O)n(C)[nH]2)C1,1,1,True
Cn1ncnc1CNC1CC(CNC(=O)[C@@H]2CC[C@H]3C[C@@H]3C2)C1,1,1,True
COc1cnc(C(=O)N[C@H](CNCc2cc(F)ccc2F)C2CC2)nc1,1,1,True
Cn1nncc1C(=O)NC[C@H]1CCN(C(=O)[C@@H]2C[C@@H]3CCCC[C@H]23)C1,1,1,True
C[C@@H]1CN(C(=O)C(=O)NCCN2C[C@@H]3CCO[C@H]3C2)C[C@@]1(C)CO,1,1,True
Cn1nnnc1CN1CC[C@@H]2CN(C(=O)Cc3nc[nH]n3)[C@@H]2C1,1,1,True
CC(C)NC(=O)CN(C)CC(=O)N[C@@H]1[C@H]2CC[C@@H](C2)[C@@H]1C,1,1,True
Cn1ncc([C@H]2CCCN(Cc3cc(C#N)ccn3)C2)n1,1,1,True
CCCN(C(=O)[C@@H]1CC1(F)F)[C@H]1CCN(Cc2cc(C)on2)C1,1,1,True
Cn1nnnc1CN1CC(NC(=O)c2c[nH]nc2[C@H]2CCCO2)C1,1,1,True
CC(=O)NC[C@H]1CCCN1Cc1nc(-c2cnn(C)c2)no1,1,1,True
Cn1nnc(C(=O)NC[C@@H]2CN(Cc3nc(=O)n(C)[nH]3)C[C@@H]2O)n1,1,1,True
C[C@@H]1C[C@H]1C(=O)N1CC[C@@H](N2O[C@H](C)C[C@H]2C)C1,1,1,True
CO[C@H](CNC(=O)[C@H]1[C@@H]2CCCC[C@@H]21)c1ccc(F)cc1F,1,1,True
CN(C(=O)c1ccc(=O)n(C)n1)[C@H]1CCN(C[C@H]2CCOC2)C1,1,1,True
C=CCCN1CC[C@H]2O[C@H](C(=O)N3CC=CC3)C[C@H]21,1,1,True
CCCCn1nnnc1CN1CC[C@H](NC(=O)C(N)=O)C[C@@H]1C,1,1,True
CN1CCC[C@H](C(=O)NC[C@H]2CCN(C(=O)Cn3cnnn3)C2)C1,1,1,True
C[C@@H]1C[C@H]1C(=O)NCC1(O)CN(Cc2nncn2C)C1,1,1,True
CC(C)OCC(=O)N[C@@H](CNc1nc2ccccc2o1)C1CC1,1,1,True
C[C@@H]1CN(c2nnc(CCc3ccc(F)cc3)n2C)[C@H](C)CN1,1,1,True
Cn1nnc(CN2CC[C@H]3[C@@H](CCCN3C(=O)Cn3cccn3)C2)n1,1,1,True
C[C@@H]1CC[C@H](NC2(C(=O)O)CCCCC2)[C@H](n2cncn2)C1,1,1,True
C=CCOC(=O)N1C[C@@H]2CC[C@@]2(C(=O)NCCOC)C1,1,1,True
CC(C)CN[C@@H]1CCN(C(=O)Cc2cnoc2)C[C@@H]1C,1,1,True
C=CCn1cc(CN2C[C@H](C)NC[C@@H](C(=O)OC)C2)cn1,1,1,True
Cc1noc(C)c1CNC(=O)CN1C[C@@H]2C(NC(=O)C(N)=O)[C@H]2C1,1,1,True
CC[C@@H](C)NC(=O)CN1CC[C@H](NC(=O)CCn2cnnn2)C1,1,1,True
CC[C@H](N[C@@H]1CN(C(=O)CCNS(C)(=O)=O)C[C@H]1C)C(N)=O,1,1,True
C[C@H]1CN(C(=O)CCCF)CC[C@H]1NC(=O)[C@H]1[C@@H]2COC[C@@H]21,1,1,True
Cn1nnc(C(=O)N[C@H]2CCN(C(=O)[C@@H]3CCC4(CCO4)C3)C2)n1,1,1,True
C#CCNC(=O)CN1[C@H]2CCC[C@H]1CN(C(=O)c1cnon1)C2,1,1,True
C[C@@H]1C[C@H](C)[C@@H](C(=O)N(C)CCc2cc3ccccc3o2)O1,1,1,True
CC[C@@H]1C[C@H](CC(=O)NCC2CC(Nc3cnc(F)cn3)C2)CCO1,1,1,True
Cn1ccnc1[C@H](NCCc1cn(Cc2ccccc2)nn1)C1CC1,1,1,True
CC(C)Cc1nc(CNC[C@@H]2CCCN2C(=O)c2cccnc2)no1,1,1,True
C[C@]1(CO)CCC[C@@H]1NC(=O)Cn1ccc(=O)n(C)c1=O,1,1,True
Cn1cc(C(=O)N2[C@@H]3CC[C@H]2[C@@H](NC(=O)[C@@H]2CC(=O)N(C)C2)C3)nn1,1,1,True
C[C@@H](O)[C@H]1CCN(C(=O)NCc2nc3ncccn3n2)C1,1,1,True
COc1cc(C(=O)N[C@@H]2[C@H]3C[C@H]2CN3Cc2nncn2C)on1,1,1,True
CC[C@H](C)CN1C[C@@H]2[C@@H](CNC(=O)[C@@H]3CCCCn3)[C@@H]2C1,1,1,True
CC(C)OCCN1CCC[C@@H]1[C@@H]1CCCN(C(=O)c2cnco2)C1,1,1,True
Cc1nc(N2CC(N(C)C(=O)[C@H]3[C@@H]4CN(C)C[C@@H]43)C2)ccc1F,1,1,True
CC[C@@H](NC[C@H](C1CC1)N(C)C(=O)c1cnn[nH]1)c1ccc(F)cc1,1,1,True
Cc1cnc([C@H](C)N2[C@H]3CC[C@H]2CN(C(=O)[C@H](C)C2CC2)C3)o1,1,1,True
CN1CC[C@](O)(CNS(=O)(=O)N2CC[C@@H](C(C)(C)C)C2)C1,1,1,True
Cn1nnnc1NC(=O)CN[C@H]1CCC2(C1)OCCO2,1,1,True
Cn1nncc1CN[C@@H]1CC[C@@H]2CN(C(=O)C3CCC3)C[C@@H]12,1,1,True
Cc1n[nH]c(C)c1C(=O)NC[C@H]1C[C@H](NC(=O)C[C@@H]2CC[C@H]3C[C@@H]32)C1,1,1,True
